NCT02683174,151.04292
NCT02786940,129.56877
NCT00005202,122.62917
NCT00753233,121.3145
NCT04530149,121.29666
NCT02373306,119.66601
NCT04124237,119.43799
NCT04765943,118.65499
NCT02301390,117.366905
NCT03903744,116.65017
NCT01509534,115.38473
NCT03876652,114.70143
NCT04856267,114.69817
NCT04575376,114.658356
NCT03974412,114.35386
NCT01137513,114.182526
NCT00382928,114.106995
NCT02780947,112.90179
NCT02498964,112.80611
NCT03720639,112.17709
NCT02522364,111.46304
NCT02018497,111.35375
NCT01665755,110.86202
NCT00919373,110.75452
NCT00925522,110.71823
NCT00295204,110.26976
NCT04463524,109.520004
NCT00434564,108.44033
NCT00120094,107.43164
NCT00000518,106.91477
NCT00000531,105.72539
NCT01759420,104.01531
NCT00733590,101.95731
NCT04691089,101.77748
NCT02647749,101.74829
NCT02167412,101.42489
NCT04140019,101.04453
NCT03531502,100.87336
NCT03784586,100.26839
NCT03992677,100.14558
NCT02318550,99.54902
NCT02826408,99.249146
NCT02329548,99.205414
NCT00487279,99.165695
NCT02830360,99.15792
NCT00413712,98.6793
NCT00000464,98.45226
NCT02074618,98.211555
NCT01767220,98.19873
NCT03388905,98.04106
NCT03095196,97.25758
NCT02297776,97.23501
NCT03721601,97.17273
NCT01109355,97.15744
NCT00825435,97.03813
NCT02184468,96.89985
NCT00647257,96.74765
NCT04449523,95.75039
NCT04609436,95.23547
NCT03753139,95.000206
NCT04659265,94.64803
NCT04694079,94.31132
NCT00005237,94.13906
NCT04706104,93.58346
NCT02783898,93.57436
NCT03421834,93.461815
NCT04246450,93.12041
NCT04521790,92.80399
NCT00729794,92.49292
NCT02520960,92.30762
NCT00927732,92.25684
NCT04316611,92.2316
NCT04041778,92.10595
NCT02249195,91.94709
NCT03834454,91.77521
NCT03803969,91.24001
NCT03833843,91.21053
NCT01089634,91.17614
NCT03720223,91.138535
NCT04264182,91.06217
NCT04139460,91.019905
NCT02529176,90.897675
NCT03047161,90.83922
NCT04747353,90.73383
NCT03634384,90.45618
NCT03708484,90.32239
NCT03171285,89.92952
NCT01948206,89.74138
NCT01019759,89.47944
NCT02462941,89.29563
NCT01463358,89.250534
NCT01952197,88.8143
NCT02360397,88.71472
NCT03915015,88.67703
NCT02926703,88.66048
NCT02279030,88.500206
NCT00015067,88.49449
NCT01394965,88.46765
NCT00947804,88.404945
NCT00243516,88.335785
NCT02886273,88.32257
NCT02237443,88.31847
NCT03572517,88.31428
NCT04264455,88.29449
NCT02357212,88.24429
NCT04505007,88.059845
NCT03779165,87.65689
NCT01999751,87.58236
NCT02072707,87.31258
NCT03360227,87.186646
NCT03611465,86.91689
NCT03528616,86.904655
NCT01382953,86.81052
NCT03803215,86.76027
NCT01062126,86.74644
NCT00000556,86.720146
NCT04755101,86.65716
NCT02113722,86.610794
NCT01827319,86.57887
NCT03351283,86.45706
NCT02843516,86.4117
NCT03628313,86.363464
NCT04193813,86.286835
NCT03943693,86.22141
NCT00383799,86.063835
NCT01915082,86.05909
NCT00846417,85.804
NCT02050529,85.67948
NCT02347111,85.62822
NCT00574821,85.61586
NCT00711360,85.600975
NCT01221649,85.600975
NCT04159454,85.34359
NCT00187187,85.32621
NCT00170183,85.29735
NCT04778696,85.22581
NCT04203368,85.21743
NCT02400034,85.13298
NCT00989417,85.07074
NCT00706641,84.85026
NCT01868880,84.74768
NCT04632394,84.742874
NCT03507335,84.626945
NCT01623596,84.537704
NCT02454751,84.36408
NCT04489095,84.33755
NCT03877913,84.29911
NCT02337140,84.27739
NCT01747837,84.15374
NCT01384721,83.99345
NCT02498769,83.87877
NCT00517023,83.76721
NCT00849927,83.66886
NCT02799693,83.46018
NCT02330328,83.37713
NCT03999671,83.32543
NCT03557034,83.29905
NCT00478296,83.25168
NCT04624763,83.218994
NCT02585817,83.20838
NCT04773938,83.15111
NCT03721432,83.13149
NCT00127465,83.111595
NCT04029974,83.07639
NCT03051763,82.999886
NCT04208997,82.798454
NCT04447586,82.77046
NCT02888353,82.696365
NCT00480051,82.52791
NCT03798613,82.46182
NCT03797703,82.448166
NCT00578305,82.4103
NCT02316587,82.38666
NCT02216760,82.35136
NCT01200732,82.35127
NCT04205344,82.347404
NCT04092985,82.31361
NCT00411879,82.2838
NCT00590200,82.28137
NCT01368250,82.28073
NCT03533543,82.252045
NCT01548352,82.19931
NCT02433379,82.122826
NCT04732039,82.117615
NCT03174782,82.0306
NCT02778321,81.98561
NCT00564382,81.79605
NCT01446471,81.51494
NCT03731962,81.51271
NCT01989195,81.49688
NCT01617616,81.43139
NCT01319474,81.33289
NCT04757688,81.319534
NCT03405740,81.31716
NCT04248985,81.28514
NCT03660033,81.24825
NCT02063191,81.212006
NCT00000526,81.12939
NCT04032678,81.09405
NCT03831516,81.06126
NCT03437408,81.02645
NCT00338715,80.94826
NCT03188341,80.94509
NCT01781390,80.70502
NCT01652248,80.66227
NCT03477890,80.661156
NCT04214899,80.6198
NCT02664922,80.47686
NCT03551067,80.43978
NCT04300270,80.33449
NCT04720573,80.32817
NCT04777045,80.31466
NCT01173809,80.30622
NCT00323973,80.27789
NCT02754505,80.24308
NCT00270400,80.22195
NCT02555137,80.212585
NCT03446326,80.186226
NCT00148954,80.10828
NCT00000460,80.097336
NCT01114334,80.05914
NCT04036695,80.04192
NCT03920917,80.01645
NCT04017260,79.99619
NCT01067456,79.959175
NCT03729973,79.95881
NCT04526015,79.918945
NCT00604019,79.9008
NCT02858739,79.88348
NCT00421252,79.88225
NCT02500732,79.85605
NCT01600898,79.85305
NCT03432663,79.82898
NCT03238287,79.74746
NCT03781427,79.662476
NCT04281771,79.6575
NCT03583320,79.61622
NCT00689182,79.559586
NCT04655443,79.55183
NCT01400373,79.54671
NCT01519908,79.52699
NCT04823390,79.51561
NCT02098629,79.49725
NCT00005195,79.49034
NCT01075269,79.468925
NCT01118455,79.448875
NCT04223310,79.370026
NCT04632550,79.35482
NCT02758002,79.35205
NCT02284191,79.35138
NCT02434536,79.34752
NCT01804699,79.34714
NCT02299908,79.320915
NCT03151785,79.3187
NCT03912324,79.29322
NCT02179060,79.26064
NCT03595072,79.21388
NCT00374608,79.17007
NCT04250961,79.143974
NCT02907255,79.13872
NCT00166231,79.082565
NCT02775630,79.05228
NCT02706860,78.969025
NCT01442740,78.96668
NCT00767065,78.95641
NCT04612998,78.919365
NCT02434653,78.91102
NCT03137290,78.844505
NCT01687751,78.843315
NCT00401882,78.83654
NCT01536132,78.815994
NCT00290589,78.81429
NCT01211080,78.795395
NCT01413399,78.7644
NCT02677974,78.73423
NCT03913780,78.687614
NCT01594112,78.65107
NCT02231151,78.64773
NCT02336828,78.62833
NCT04466072,78.58342
NCT02271399,78.58151
NCT02189291,78.49811
NCT04454177,78.44354
NCT03834142,78.43903
NCT01054365,78.43643
NCT03655496,78.28796
NCT00000504,78.26339
NCT01231100,78.24927
NCT00000516,78.21273
NCT04394637,78.19819
NCT03599024,78.187485
NCT03920891,78.120705
NCT02818101,78.0412
NCT01774357,78.01067
NCT02466633,77.99697
NCT01657136,77.99655
NCT03880409,77.93771
NCT03686696,77.913376
NCT04764773,77.91089
NCT03596931,77.89107
NCT03473938,77.844986
NCT02529319,77.828606
NCT03577405,77.80521
NCT00401466,77.80346
NCT00880802,77.79717
NCT02386124,77.78678
NCT01271816,77.774994
NCT03288181,77.76472
NCT03997201,77.76199
NCT02954380,77.69174
NCT03512067,77.66504
NCT02401633,77.65246
NCT00502645,77.60492
NCT04661371,77.56891
NCT02353390,77.56811
NCT04816344,77.50972
NCT04711096,77.46118
NCT04442191,77.45482
NCT03741348,77.38794
NCT01855022,77.33671
NCT04416958,77.2685
NCT03415347,77.22235
NCT00286052,77.194336
NCT02942953,77.1858
NCT00274170,77.15133
NCT02145611,77.14702
NCT00005553,77.14604
NCT04699513,77.142
NCT03365414,77.11653
NCT00321360,77.01241
NCT04677608,76.99365
NCT04488120,76.93559
NCT00000547,76.93141
NCT03690492,76.9254
NCT04478526,76.87463
NCT04540354,76.860985
NCT03811392,76.82594
NCT03757728,76.802086
NCT03595722,76.7601
NCT00344994,76.75014
NCT04239144,76.73961
